video_block,video_path,prompt_idx,prompt_name,start_time_ms,end_time_ms,start_time_s,end_time_s,faces_and_hands,include_coords,exclude_coords
Slow People,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_people_stripped.mp4,111,face,31586,45662,31.586,45.662,True,"[[1266, 102]]",[]
Slow People,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_people_stripped.mp4,110,hands,31926,45662,31.926,45.662,True,[],[]
Slow People,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_people_stripped.mp4,115,bat,45000,60761,45.0,60.761,False,[],[]
Slow People,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_people_stripped.mp4,112,faces,45832,60761,45.832,60.761,True,"[[54, 71], [337, 174], [902, 45], [862, 119]]",[]
Slow People,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_people_stripped.mp4,113,hands,46580,60761,46.58,60.761,True,"[[1040, 322], [38, 262], [815, 86]]",[]
Slow People,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_people_stripped.mp4,114,ball,49266,60761,49.266,60.761,False,"[[804, 128], [754, 172], [764, 166]]","[[444, 568], [290, 387], [284, 369]]"
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,86,hands,0,15000,0.0,15.0,True,[],[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,87,thread/needle,0,15000,0.0,15.0,False,"[[551, 169], [508, 225]]",[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,89,sponge,15000,30320,15.0,30.32,False,[],[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,91,water,15000,30320,15.0,30.32,False,[],"[[1027, 293], [721, 537]]"
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,90,plate,15000,30320,15.0,30.32,False,"[[726, 549]]",[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,88,hands,15000,30320,15.0,30.32,True,"[[429, 417], [437, 245], [673, 377]]",[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,93,orange,30000,45720,30.0,45.72,False,"[[720, 202]]",[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,92,hands,30640,45720,30.64,45.72,True,[],[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,94,knife,31920,45680,31.92,45.68,False,"[[198, 17], [635, 289]]",[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,96,stamps,45000,60720,45.0,60.72,False,"[[769, 482], [629, 177], [428, 331], [646, 145]]",[]
Slow Hands,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/slow_hands_stripped.mp4,95,hands,45720,60720,45.72,60.72,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,116,face,0,4720,0.0,4.72,True,"[[42, 259], [367, 147]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,117,mountain,0,5000,0.0,5.0,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,118,baby face,4720,10000,4.72,10.0,True,[],"[[649, 127]]"
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,119,hands,5000,10000,5.0,10.0,True,"[[264, 375], [523, 592], [394, 145]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,120,ball,5000,10000,5.0,10.0,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,121,faces,10000,15000,10.0,15.0,True,"[[469, 347]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,122,bed,10000,15000,10.0,15.0,False,"[[627, 377]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,123,window,10000,15000,10.0,15.0,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,125,hands,10040,15000,10.04,15.0,True,"[[88, 619], [184, 536], [206, 93], [1049, 517], [1009, 391]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,126,plates,15000,20000,15.0,20.0,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,127,bouquet,15000,20000,15.0,20.0,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,124,Faces,15000,20240,15.0,20.24,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,129,hands,15040,20240,15.04,20.24,True,"[[314, 426], [873, 489]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,130,ice cream,20000,24880,20.0,24.88,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,128,faces,20240,24880,20.24,24.88,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,132,hands,20280,24880,20.28,24.88,True,"[[710, 693]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,133,balls,24840,30200,24.84,30.2,False,"[[255, 557], [616, 577], [799, 521]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,131,faces,24880,30240,24.88,30.24,True,"[[429, 229], [921, 168]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,135,hands,24897,30200,24.897,30.2,True,"[[130, 492], [474, 507], [738, 477], [878, 520]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,134,Faces,30200,35862,30.2,35.862,True,"[[530, 156]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,136,sift,30244,36059,30.244,36.059,False,"[[764, 439]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,138,hands,35000,35862,35.0,35.862,True,"[[527, 494], [467, 250], [689, 383], [757, 400], [838, 549]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,139,glass,36158,40160,36.158,40.16,False,"[[843, 61]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,141,hands,36158,40160,36.158,40.16,True,"[[837, 137], [796, 91]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,137,faces,36200,40160,36.2,40.16,True,"[[544, 133]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,140,faces,40200,44000,40.2,44.0,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,142,feet,40200,44000,40.2,44.0,False,"[[319, 149], [294, 132]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,144,hands,44000,44000,44.0,44.0,True,"[[725, 309], [725, 331]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,145,cake,44000,47240,44.0,47.24,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,146,fruit bowl,44000,47240,44.0,47.24,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,143,faces,44000,47240,44.0,47.24,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,148,hands,44040,47240,44.04,47.24,True,"[[666, 273], [533, 467]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,149,piano,46000,50800,46.0,50.8,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,147,face,47280,50800,47.28,50.8,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,151,hands,47280,50800,47.28,50.8,True,"[[792, 529]]",[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,152,teacup,50000,54960,50.0,54.96,False,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,150,faces,50840,54960,50.84,54.96,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,154,hands,50840,54960,50.84,54.96,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,153,faces,55000,60320,55.0,60.32,True,[],[]
Frank Complex,/labs/vislearnlab/experiments/movie-watching/stimuli/main_blocks/frank_complex_stripped.mp4,155,bowl,55000,60320,55.0,60.32,False,"[[585, 617]]",[]
